# ----------------------------------------
# All Web Site Data
# Export Metrics (Filter U.S.A.)
# 20150101-20170719
# ----------------------------------------

Year,Country,Page Title,Unique Pageviews
2016,Canada,"Montana Blackfoot Territory - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Canada,Past Forgiving - excerpt - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,Performing Peace - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,Red - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,​Simple's not the same as easy - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,Suzanne's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,Symmetry - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,Sytje's World (1254 Words) - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,The baby cried - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,"The Father I Never Knew - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Canada,The Thing In Your Blood - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,Tiva's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,Yasmine - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Switzerland,"Assignment 3: Cast and Plot, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",13
2016,Switzerland,"Betrayal - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Switzerland,Moving Forward - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Switzerland,The Forgotten Mantillas - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Chile,"Class 6 Assignment, My Submission - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,China,Miami - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,China,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Germany,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,13
2016,Germany,FLYING - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Germany,How Writers Write Fiction 2016: Storied Women - Sign In | NovoEd,13
2016,Germany,The Advantage - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Germany,Wood - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Algeria,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Estonia,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster - Sign In | NovoEd",13
2016,Egypt,"Assignment 1: Voice and Identity, Description - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",13
2016,Spain,#Flashwrite Teen Poetry MOOC - Sign In | NovoEd,13
2016,Spain,When We Were Young - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Finland,"Out of Touch - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,France,"Class 1 Assignment, My Submission - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,France,"In humans we trust - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,France,"Life - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,France,Mary's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,"7th of November 1920 - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,United Kingdom,A Black Velvet Coat and Crimson Trousers - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,"A Widow to His Wildfire - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,United Kingdom,Abbie's Revelation - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,Addictive - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,All in the Head - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,"Class 3 Assignment, My Submission - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,United Kingdom,Clear the Room - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,Colorama - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,Consolation Prize - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,Deadbeat - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,"He And I - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,United Kingdom,How Writers Write Fiction 2015 - Sign Up | NovoEd,13
2016,United Kingdom,Iceland [Disclosure: lewd language and failure to follow the assignment's specs about gender] - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,Janey's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,Letting Go (Sauna Baba Revised and Extended) - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,Lucy's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,Membership Application (Disclosure: tea and chatter) - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,Neil's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,Novel Excerpt - Autumn - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,"Stille Hilfe - Silent Help? - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,United Kingdom,Temporal Flux - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,The Diary - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,The Funeral - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,The High Priestess/Tarot - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,"The Life I Always Imagined, Chapter 11 excerpt - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",13
2016,United Kingdom,The theft - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,United Kingdom,"Walsingham - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Greece,Anna's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Greece,Assignment 1 - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Greece,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster - Sign In | NovoEd",13
2016,Hong Kong,"Assignment 1: Voice and Identity, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",13
2016,Hong Kong,Chapter 11 - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Hong Kong,"Jeffrey's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Hong Kong,The Thing In Your Blood - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Indonesia,"You are enrolled! - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Ireland,"Assignment 4: Immersion, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",13
2016,Ireland,Deception - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Ireland,I Can't Talk About It - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Israel,Curse of The Piaget Diamond - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Israel,Esther's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Israel,In the waiting room - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Israel,My Waiting - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Israel,The Drive There - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Israel,The Lost City of Lwów - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Israel,"You are enrolled! - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,India,And You Are? - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,India,Anmol's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,India,COILED SERPENT - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,India,Edit Report - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2016,India,"Four Seasons - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,India,Jyothi's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,India,"poovilangothai's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,India,Tanya's Home | #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,13
2016,India,The Crying Thing - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,India,"The Song of the Dead - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Italy,A Paris Flat - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Italy,"Class 1 Assignment, Description - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Italy,Roses - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Jamaica,American Dream - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Jamaica,Day One - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Jordan,"Assignment 2: Desire and Point of View, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",13
2016,Jordan,Edit Report - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Jordan,"My Dying Kiss - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Jordan,"The soldiers of Hebron - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Morocco,A deformed Angel - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Morocco,"Assignment 4: Immersion, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",13
2016,Malawi,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Mexico,"ILANA's Home | Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Mexico,"Love, Marriage and the Neighbor's Stable Boy (Content Warning) - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",13
2016,Mexico,"You are enrolled! - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Malaysia,"Assignment 1: Voice and Identity, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",13
2016,Malaysia,"Class 1 Assignment, My Submission - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Nigeria,Besotted Heart - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Netherlands,"Oene's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Netherlands,Sharon's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Netherlands,The baby cried - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Netherlands,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster - Sign Up | NovoEd",13
2016,New Zealand,A Garden Visit - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,New Zealand,Babycham - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,New Zealand,"CONFRONTING THE SURREAL - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,New Zealand,He Wanted a Boy? - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,New Zealand,"It's my fault too - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,New Zealand,Rachel's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,New Zealand,"Rosemary's Home | Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
