# ----------------------------------------
# All Web Site Data
# Export Metrics (Filter U.S.A.)
# 20150101-20170719
# ----------------------------------------

Year,Country,Page Title,Pageviews
2016,Canada,Cathy's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Canada,Crys's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Canada,Daughter - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Canada,Earrings - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Canada,How Writers Write Fiction 2015 - Sign Up | NovoEd,17
2016,Canada,"Judy 's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Canada,She Saw Right Through Me - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Canada,Songs from the Word Shed - Sound and Sight - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Canada,"Tatjana's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Canada,The Addition - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Canada,The Old Road - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Canada,The Thing In Your Blood - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Switzerland,"Class 3 Assignment, My Submission - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Switzerland,How Writers Write Fiction 2016: Storied Women - Sign In | NovoEd,17
2016,Switzerland,My trip to the market - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Chile,"Class 1 Assignment, My Submission - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Chile,"Class 2 Assignment, My Submission - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Germany,Hazel's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Germany,Wood - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Germany,xiao xing - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Egypt,How Writers Write Fiction 2015 - Sign In | NovoEd,17
2016,Spain,#Flashwrite Teen Poetry MOOC - Sign In | NovoEd,17
2016,Spain,Dear Denise - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Spain,Zosza's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Finland,"Anna's Home | Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Finland,"Out of Touch - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Finland,"The Chip on the Rim - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,France,APPLES AND ALIENS by Avis Cardella - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,France,"Class 6 Assignment, My Submission - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,France,"Hark the apartment! - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,France,"I am an eye - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,France,"In humans we trust - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,France,"Missives exchanged - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,France,Monica's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,France,The end - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,France,"the postcard - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,United Kingdom,A piece of me - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,United Kingdom,A Trip to the Etruscan Tombs - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,United Kingdom,A Troubled Inheritance - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,United Kingdom,Addictive - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,United Kingdom,"Cheers, Vera - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",17
2016,United Kingdom,Curse of The Piaget Diamond - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,United Kingdom,First Time (Edit 3 Revision Week 4 Narrative) - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,United Kingdom,"I think I'm forgetting 2 for 3? or was it F...? - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,United Kingdom,Letting Go (Edit 2 Sauna Baba New Extract ) - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,United Kingdom,Letting Go (Edit 4 Sauna Baba New Extract ) - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,United Kingdom,Pretty in Pink - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,United Kingdom,Roses - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,United Kingdom,Safar's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,United Kingdom,SAUNA BABA: Chapter One and Two - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,United Kingdom,Scorched - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,United Kingdom,SHIRLEY's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,United Kingdom,"Stille Hilfe - Silent Help? - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,United Kingdom,"Tania's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,United Kingdom,Temporal Flux - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,United Kingdom,The Shoebox from Marshall Fields - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,United Kingdom,The Trees Wept - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,United Kingdom,There are Two Ways to be Invisible - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,United Kingdom,This Is Where We Came In - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,United Kingdom,Voyeur - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,United Kingdom,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of",17
2016,Ghana,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2016,Greece,Assignment 2: Blood and tears - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Greece,beloved mother (short scene) - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Hong Kong,"Assignment 2: Desire and Point of View, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",17
2016,Hong Kong,Nobody scared her more - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Indonesia,How Writers Write Fiction 2016: Storied Women - Sign Up | NovoEd,17
2016,Indonesia,"You are enrolled! - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Ireland,"Assignments - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Ireland,Deception - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Ireland,Sins of a Child - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Israel,Assignment 1 - Tamar - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Israel,"Class 1 Assignment, Description - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Israel,Emily - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Israel,"Larry's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,India,"""The Barista"" - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,India,"A Hundred Miles of Silence - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,India,Aloysius 's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2016,India,And You Are? - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,India,"Class 6 Assignment, My Submission - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,India,Edit Report - #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,17
2016,India,"Grief boat - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,India,Kala 's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,India,Purnima's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,India,sat's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,India,Shashi's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,India,"Soumya's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Italy,A Room in Rome: Ladies Only - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Italy,Brooke's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Italy,"Her Words Were - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Italy,"Paola Anna's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Italy,The Angel and the Snake - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Jordan,"Class 3 Assignment, My Submission - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Jordan,"Requiem - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Jordan,The Napoleon of Downtown Amman - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,St. Kitts & Nevis,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Sri Lanka,"Assignments - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Morocco,"Class 1 Quiz (recommended due date), My Submission - #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd",17
2016,Morocco,The Emptied Pool - #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,17
2016,Morocco,The mirror - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Mexico,After Image - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Mexico,"Assignment 1: Voice and Identity, Description - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",17
2016,Nigeria,"Assignment 5: Narrative Experimentation, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",17
2016,Nigeria,C's Home | #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,17
2016,Nigeria,"Class 2 Assignment, My Submission - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Nigeria,"Class 5 Assignment, My Submission - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Nigeria,"David's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Netherlands,I know about Death - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Norway,Anette's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Norway,Linda Christin 's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2016,Norway,You are enrolled! - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Nepal,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,New Zealand,How Writers Write Fiction 2015 - Sign In | NovoEd,17
2016,New Zealand,"In the Matopos (A poem for Zimbabwe) - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,New Zealand,Loretta's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,New Zealand,Megan's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
